Running in Release Mode
HD will be skipped as n_ranks is not a power of 2
NCCL version 2.24.3+cuda12.4
impl,input_size,input_bytes,avg_latency,std_latency,min_latency,max_latency,throughput
Classic Ring,6144,24576,269.010,6.021,258.000,289.000,91.357
Classic Ring,12288,49152,277.365,7.694,263.000,301.000,177.211
Classic Ring,24576,98304,296.440,7.925,285.000,342.000,331.615
Classic Ring,49152,196608,316.755,8.101,303.000,359.000,620.694
Classic Ring,98304,393216,374.950,7.988,360.000,411.000,1048.716
Classic Ring,196608,786432,422.875,12.868,402.000,531.000,1859.727
Classic Ring,393216,1572864,449.075,8.358,434.000,480.000,3502.453
Classic Ring,786432,3145728,860.980,16.323,824.000,925.000,3653.660
Classic Ring,1572864,6291456,1813.835,2165.719,1050.000,21377.000,3468.593
Classic Ring,3145728,12582912,2136.055,1654.650,1482.000,15692.000,5890.725
Classic Ring,6291456,25165824,3226.830,1846.113,2345.000,12974.000,7798.931
Classic Ring,12582912,50331648,5186.910,1974.206,4171.000,16643.000,9703.590
Classic Ring,25165824,100663296,9946.075,3186.584,8099.000,23930.000,10120.907
Classic Ring,50331648,201326592,18912.555,3307.506,16163.000,44109.000,10645.129
Classic Ring,100663296,402653184,35044.465,4544.005,32384.000,63810.000,11489.780
Classic Ring,201326592,805306368,68936.635,5274.920,64997.000,89705.000,11681.835
Classic Ring,402653184,1610612736,133593.550,5061.043,130142.000,161955.000,12056.067
Classic Ring,805306368,3221225472,264209.490,4627.521,260524.000,283978.000,12191.937
