Running in Release Mode
HD will be skipped as n_ranks is not a power of 2
NCCL version 2.24.3+cuda12.4
impl,input_size,input_bytes,avg_latency,std_latency,min_latency,max_latency,throughput
Classic Ring,1572864,6291456,1890.790,3167.215,1041.000,36304.000,3327.422
Classic Ring,3145728,12582912,2256.415,1572.094,1473.000,9215.000,5576.506
Classic Ring,6291456,25165824,4049.220,2988.920,2362.000,28149.000,6214.981
Classic Ring,12582912,50331648,5454.515,2176.637,4169.000,17267.000,9227.520
Classic Ring,25165824,100663296,10477.775,2548.571,8114.000,21214.000,9607.316
Classic Ring,50331648,201326592,18565.260,2688.438,16195.000,31133.000,10844.265
Classic Ring,100663296,402653184,35225.950,2767.438,32754.000,50240.000,11430.584
Classic Ring,201326592,805306368,68636.760,3698.823,65734.000,88884.000,11732.873
Classic Ring,402653184,1610612736,134566.705,4038.148,131069.000,154709.000,11968.880
Classic Ring,805306368,3221225472,267056.415,4490.080,262757.000,296048.000,12061.966
Classic Ring,1610612736,6442450944,526419.140,4748.165,522185.000,555819.000,12238.254
