Running in Release Mode
PAARD will be skipped as n_ranks != 6
NCCL version 2.24.3+cuda12.4
impl,input_size,input_bytes,avg_latency,std_latency,min_latency,max_latency,throughput
Classic HD,98304,393216,234.885,6.413,226.000,257.000,1674.079
Classic HD,196608,786432,283.065,24.335,258.000,471.000,2778.274
Classic HD,393216,1572864,1209.725,1116.142,801.000,12494.000,1300.183
Classic HD,786432,3145728,1572.855,1115.905,927.000,10144.000,2000.011
Classic HD,1572864,6291456,1776.775,1467.855,1176.000,15525.000,3540.941
Classic HD,3145728,12582912,2678.105,1961.815,1686.000,18135.000,4698.439
Classic HD,6291456,25165824,3838.600,1774.740,2778.000,14117.000,6555.990
Classic HD,12582912,50331648,6969.850,3180.546,5041.000,26599.000,7221.339
Classic HD,25165824,100663296,11576.545,2773.418,9656.000,27040.000,8695.452
Classic HD,50331648,201326592,20968.660,3068.141,19085.000,41301.000,9601.309
Classic HD,100663296,402653184,40506.790,3568.861,38074.000,60402.000,9940.387
Classic HD,201326592,805306368,78756.390,3421.032,76204.000,93666.000,10225.283
Classic HD,402653184,1610612736,156745.625,5010.210,151978.000,182695.000,10275.328
Classic HD,805306368,3221225472,312323.330,5487.936,306709.000,336155.000,10313.752
