Running in Release Mode
HD will be skipped as n_ranks is not a power of 2
NCCL version 2.24.3+cuda12.4
impl,input_size,input_bytes,avg_latency,std_latency,min_latency,max_latency,throughput
Pipelined Ring,24576,98304,1108.660,6.994,1091.000,1135.000,88.669
Pipelined Ring,49152,196608,1117.660,9.800,1105.000,1205.000,175.910
Pipelined Ring,98304,393216,1178.070,14.201,1162.000,1299.000,333.780
Pipelined Ring,196608,786432,1260.255,13.885,1243.000,1363.000,624.026
Pipelined Ring,393216,1572864,1378.805,13.097,1359.000,1453.000,1140.744
Pipelined Ring,786432,3145728,2826.855,2106.854,1992.000,22880.000,1112.801
Pipelined Ring,1572864,6291456,3055.090,1957.200,2251.000,15745.000,2059.336
Pipelined Ring,3145728,12582912,3870.470,1887.776,2599.000,14698.000,3251.004
Pipelined Ring,6291456,25165824,5114.900,2935.188,3465.000,27446.000,4920.101
Pipelined Ring,12582912,50331648,6602.105,2529.100,5131.000,25005.000,7623.576
Pipelined Ring,25165824,100663296,12347.155,5892.141,8899.000,49933.000,8152.752
Pipelined Ring,50331648,201326592,18743.615,5267.386,16041.000,43558.000,10741.076
Pipelined Ring,100663296,402653184,36235.680,7058.654,30862.000,64998.000,11112.064
Pipelined Ring,201326592,805306368,66699.670,8750.906,60919.000,110108.000,12073.618
Pipelined Ring,402653184,1610612736,128408.405,8136.412,121109.000,153976.000,12542.892
Pipelined Ring,805306368,3221225472,249335.840,7035.567,242210.000,289676.000,12919.224
Pipelined Ring,1610612736,6442450944,485907.520,6034.406,480106.000,509536.000,13258.595
Classic Ring,384,1536,302.305,9.618,287.000,330.000,5.081
Classic Ring,768,3072,304.535,9.059,289.000,329.000,10.088
Classic Ring,1536,6144,299.545,8.142,284.000,325.000,20.511
Classic Ring,3072,12288,304.920,7.682,290.000,338.000,40.299
Classic Ring,6144,24576,305.510,8.684,286.000,335.000,80.443
Classic Ring,12288,49152,313.045,9.755,294.000,340.000,157.013
Classic Ring,24576,98304,323.560,10.205,305.000,353.000,303.820
Classic Ring,49152,196608,341.405,9.425,325.000,370.000,575.879
Classic Ring,98304,393216,402.530,11.980,378.000,436.000,976.861
Classic Ring,196608,786432,452.660,15.872,431.000,581.000,1737.357
Classic Ring,393216,1572864,487.945,13.940,462.000,554.000,3223.445
Classic Ring,786432,3145728,1665.865,1815.884,861.000,13129.000,1888.345
Classic Ring,1572864,6291456,2228.680,2395.059,1086.000,18735.000,2822.952
Classic Ring,3145728,12582912,2453.910,1626.029,1519.000,9278.000,5127.699
Classic Ring,6291456,25165824,4077.760,2602.497,2406.000,18944.000,6171.482
Classic Ring,12582912,50331648,6307.435,2901.499,4267.000,18723.000,7979.733
Classic Ring,25165824,100663296,10525.115,3073.366,8279.000,24915.000,9564.104
Classic Ring,50331648,201326592,19222.085,2987.030,16569.000,33506.000,10473.713
Classic Ring,100663296,402653184,36525.350,4149.209,33031.000,61145.000,11023.938
Classic Ring,201326592,805306368,70125.505,3815.550,66291.000,92701.000,11483.787
Classic Ring,402653184,1610612736,139464.370,7245.511,133175.000,162420.000,11548.561
Classic Ring,805306368,3221225472,273678.370,4951.251,269324.000,296168.000,11770.113
Classic Ring,1610612736,6442450944,535780.545,4109.841,531341.000,553153.000,12024.421
